,Order,MSE
0,"(1, 2, 7, 11)",2610102427.978823
0,"(0, 2, 9, 11)",2611779882.423457
0,"(1, 2, 9, 11)",2614389115.6599565
0,"(3, 1, 0, 7)",2621050974.472584
0,"(2, 2, 8, 11)",2624174308.5296974
0,"(1, 2, 1, 8)",2624624763.853704
0,"(2, 2, 6, 11)",2628525954.1034126
0,"(3, 1, 3, 11)",2630028721.8819795
0,"(2, 1, 0, 7)",2630185090.8241787
0,"(0, 2, 8, 11)",2630544772.6454263
0,"(1, 2, 8, 11)",2634898961.6288943
0,"(2, 2, 7, 11)",2647835019.7908435
0,"(1, 2, 6, 11)",2657785176.4760804
0,"(2, 0, 11)",2688432595.998096
0,"(0, 1, 2, 7)",2698042650.5772915
0,"(1, 1, 5, 7)",2701643597.9877577
0,"(3, 2, 0, 10)",2702906116.701308
0,"(0, 1, 5, 7)",2703110503.1734614
0,"(1, 1, 4, 7)",2704775706.662068
0,"(0, 1, 3, 7)",2707795526.625183
0,"(0, 1, 4, 7)",2713963422.5084963
0,"(0, 1, 8, 7)",2719182868.7280593
0,"(0, 1, 1, 7)",2723764931.230933
0,"(1, 1, 8, 7)",2724569098.2017064
0,"(3, 1, 1, 9)",2729222631.5025077
0,"(0, 1, 6, 7)",2729780635.514942
0,"(1, 1, 1, 7)",2729829087.9374747
0,"(0, 2, 1, 9)",2757212481.2287083
0,"(1, 2, 0, 6)",2767734169.8704906
0,"(2, 1, 7, 8)",2768375492.0077467
0,"(0, 2, 3, 8)",2776566660.9153113
0,"(0, 1, 9, 7)",2792721953.938186
0,"(1, 1, 0, 7)",2800719682.115199
0,"(1, 1, 7, 7)",2819692761.7375774
0,"(0, 1, 7, 7)",2828560351.3099427
0,"(3, 1, 0, 9)",2849633843.1286707
0,"(1, 1, 4, 9)",2850486023.3038054
0,"(2, 2, 0, 9)",2853881748.365023
0,"(0, 1, 4, 9)",2855272408.840814
0,"(1, 2, 2, 8)",2855745973.0986514
0,"(1, 1, 5, 9)",2859441962.8422055
0,"(0, 1, 5, 9)",2863739514.8295727
0,"(1, 1, 3, 9)",2866036796.228246
0,"(1, 2, 3, 8)",2872425464.521981
0,"(0, 1, 3, 9)",2875493077.0037346
0,"(2, 2, 1, 9)",2896485761.7991023
0,"(3, 2, 0, 9)",2900842372.9615383
0,"(2, 1, 6, 11)",2935555832.506047
0,"(2, 0, 4, 5)",2943507122.055917
0,"(2, 1, 0, 9)",2957402919.1832366
0,"(1, 1, 6, 10)",2957633583.2956796
0,"(0, 1, 6, 9)",2963574912.060502
0,"(1, 2, 3, 9)",2966769005.773998
0,"(0, 1, 7, 9)",2981348436.360388
0,"(2, 1, 4, 11)",2984571176.313476
0,"(2, 1, 2, 11)",3000631060.89161
0,"(1, 1, 7, 8)",3005363041.2116017
0,"(0, 1, 0, 9)",3008518215.9197025
0,"(0, 2, 6, 11)",3009151937.6980844
0,"(0, 1, 4, 8)",3012188842.8979063
0,"(0, 1, 8, 8)",3019861519.5389643
0,"(0, 1, 7, 8)",3027434189.7297115
0,"(0, 1, 2, 9)",3033718561.5415635
0,"(1, 1, 6, 8)",3041932802.4043083
0,"(0, 1, 6, 8)",3042399797.5505557
0,"(1, 1, 5, 8)",3050762010.3594956
0,"(0, 2, 1, 8)",3052037728.3635855
0,"(3, 1, 5, 11)",3056124179.463817
0,"(0, 1, 5, 8)",3059565183.716552
0,"(0, 2, 3, 9)",3061713228.055358
0,"(3, 1, 0, 10)",3063365446.051319
0,"(3, 1, 0, 8)",3068808649.4379535
0,"(1, 0, 4, 5)",3073901852.070019
0,"(2, 1, 7, 11)",3087945942.7765355
0,"(0, 1, 1, 9)",3088946416.159967
0,"(0, 1, 0, 8)",3089995569.682121
0,"(3, 1, 8, 11)",3090861682.137575
0,"(3, 1, 6, 11)",3096084353.8343754
0,"(3, 1, 5, 12)",3098314340.90064
0,"(2, 1, 8, 11)",3107959538.3878264
0,"(3, 1, 7, 11)",3108482098.144204
0,"(2, 1, 2, 12)",3108754459.855855
0,"(0, 2, 2, 8)",3110753157.1014695
0,"(1, 1, 0, 9)",3115566515.072749
0,"(1, 1, 1, 9)",3121212059.6652265
0,"(3, 1, 9, 11)",3136095041.5007834
0,"(2, 1, 0, 10)",3138651336.240547
0,"(0, 1, 3, 10)",3139254546.8533616
0,"(0, 1, 3, 8)",3144129696.3575907
0,"(3, 1, 10, 11)",3146252825.53722
0,"(2, 1, 9, 11)",3151782543.587358
0,"(3, 1, 11, 11)",3152102451.127042
0,"(2, 1, 0, 8)",3155033501.237104
0,"(2, 1, 2, 8)",3155789892.8532867
0,"(1, 1, 9, 11)",3158991412.52273
0,"(0, 1, 9, 11)",3160501259.5495033
0,"(2, 1, 10, 11)",3161847478.3791475
0,"(0, 1, 10, 11)",3163288970.9481263
0,"(2, 1, 1, 11)",3163339265.5996604
0,"(1, 1, 10, 11)",3164656827.2644205
0,"(0, 2, 5, 11)",3167982571.770354
0,"(0, 1, 11, 11)",3168500837.034735
0,"(2, 1, 11, 11)",3170679327.2840242
0,"(1, 1, 11, 11)",3174024782.8402295
0,"(3, 0, 2, 5)",3179823723.511632
0,"(3, 2, 0, 8)",3185646736.5071874
0,"(0, 1, 1, 8)",3187061725.157372
0,"(1, 1, 5, 10)",3193958241.799228
0,"(0, 1, 2, 8)",3203830781.0424867
0,"(0, 1, 2, 10)",3211649310.3070583
0,"(1, 1, 0, 8)",3220919132.1466126
0,"(1, 0, 0, 5)",3231019583.646936
0,"(1, 1, 1, 8)",3231383037.536642
0,"(0, 2, 4, 11)",3232674296.3742814
0,"(2, 0, 0, 5)",3238695699.6067204
0,"(2, 2, 5, 11)",3245439296.0503526
0,"(0, 1, 8, 11)",3248094199.352415
0,"(3, 0, 3, 5)",3251881737.3799605
0,"(1, 1, 8, 11)",3257706258.9149346
0,"(0, 1, 4, 10)",3261302111.065758
0,"(0, 1, 0, 10)",3294118621.8928413
0,"(2, 0, 1, 5)",3295304572.2287946
0,"(2, 1, 3, 11)",3295458411.948037
0,"(3, 0, 4, 5)",3300218982.5704155
0,"(1, 2, 4, 11)",3308714788.3873835
0,"(1, 0, 1, 5)",3317153803.8666663
0,"(1, 1, 0, 10)",3325430167.2017293
0,"(1, 1, 1, 10)",3342050771.643748
0,"(0, 1, 1, 10)",3342892348.97465
0,"(0, 1, 6, 11)",3356654444.731533
0,"(1, 2, 0, 10)",3370940627.134075
0,"(1, 1, 2, 11)",3376667742.549235
0,"(0, 1, 6, 10)",3386317161.378511
0,"(2, 0, 3, 7)",3392538596.464031
0,"(2, 2, 0, 8)",3392876586.1977725
0,"(0, 1, 5, 10)",3412826874.6631355
0,"(3, 0, 0, 5)",3414006422.1639576
0,"(1, 0, 2, 5)",3420782304.514508
0,"(2, 1, 4, 12)",3423065111.4006405
0,"(1, 2, 5, 11)",3435400355.970346
0,"(3, 0, 1, 5)",3445297472.5447555
0,"(2, 0, 2, 5)",3459343597.53313
0,"(3, 1, 4, 12)",3468461205.651989
0,"(2, 1, 5, 12)",3481169792.165365
0,"(0, 1, 7, 11)",3495296609.129858
0,"(1, 1, 7, 11)",3526831441.609312
0,"(0, 2, 9, 7)",3554698857.952611
0,"(2, 0, 3, 5)",3578877711.5775037
0,"(0, 2, 5, 12)",3639524053.382491
0,"(2, 0, 11, 5)",3669949288.937879
0,"(1, 1, 3, 12)",3683350393.8225846
0,"(1, 0, 3, 5)",3687108559.9082947
0,"(3, 1, 3, 12)",3691925252.3434205
0,"(1, 0, 10, 5)",3704604488.1134877
0,"(1, 1, 1, 12)",3708831089.87877
0,"(1, 0, 11, 5)",3709027210.5650597
0,"(1, 0, 0, 6)",3720985536.009289
0,"(1, 1, 6, 11)",3722758485.089007
0,"(3, 1, 2, 12)",3765184895.4555087
0,"(3, 0, 7, 5)",3802875557.3239017
0,"(3, 0, 8, 5)",3825882497.811595
0,"(3, 0, 6, 5)",3845233894.8243504
0,"(2, 1, 3, 12)",3845711525.904766
0,"(2, 0, 7, 5)",3850048790.749984
0,"(1, 2, 0, 9)",3881178946.259053
0,"(1, 0, 5, 5)",3885976411.5504208
0,"(1, 0, 9, 5)",3890959491.0398808
0,"(1, 0, 7, 5)",3891666336.720338
0,"(3, 1, 1, 11)",3892776324.6844826
0,"(2, 0, 6, 5)",3899230921.787792
0,"(1, 0, 8, 5)",3904167698.673163
0,"(2, 0, 5, 5)",3904798968.2968254
0,"(3, 0, 5, 5)",3910731858.741575
0,"(2, 0, 9, 5)",3911951212.7628655
0,"(3, 0, 3, 7)",3912589675.8178463
0,"(1, 0, 1, 6)",3922819802.4654164
0,"(3, 1, 0, 11)",3927435582.4232826
0,"(2, 0, 10, 5)",3976947415.1487007
0,"(2, 2, 2, 12)",3996584115.736116
0,"(2, 0, 2, 6)",3998359038.486576
0,"(1, 2, 1, 11)",4006833955.8766236
0,"(3, 1, 2, 11)",4007876737.6982117
0,"(3, 0, 2, 6)",4021344315.513557
0,"(0, 0, 8, 5)",4026104063.3998775
0,"(0, 0, 11, 5)",4039578487.0597777
0,"(2, 0, 0, 6)",4041493975.129926
0,"(0, 2, 2, 11)",4044623081.62896
0,"(3, 0, 0, 6)",4047697917.442046
0,"(1, 1, 4, 11)",4063916229.6815987
0,"(0, 1, 4, 11)",4064266759.3316545
0,"(2, 0, 1, 6)",4064329097.6673417
0,"(1, 1, 3, 11)",4066022940.2745304
0,"(1, 2, 2, 11)",4069113987.250737
0,"(0, 2, 3, 11)",4074711925.6798954
0,"(0, 0, 9, 5)",4083248327.645711
0,"(0, 1, 3, 11)",4087512496.353039
0,"(3, 0, 9, 5)",4094814552.5474534
0,"(2, 0, 8, 5)",4099766802.560081
0,"(2, 1, 0, 11)",4107427392.0088453
0,"(0, 1, 5, 11)",4111903701.072126
0,"(2, 2, 1, 8)",4127927228.7907596
0,"(1, 0, 0, 7)",4142753399.8791504
0,"(1, 0, 6, 5)",4143939336.674895
0,"(1, 0, 11, 6)",4144986463.804002
0,"(0, 2, 1, 11)",4146385868.364204
0,"(0, 0, 7, 5)",4148369552.314323
0,"(3, 0, 3, 6)",4156666491.4867463
0,"(0, 0, 6, 5)",4163116798.805023
0,"(0, 1, 2, 11)",4163781521.888397
0,"(3, 0, 11, 5)",4177716732.459779
0,"(3, 0, 10, 5)",4192974528.1522546
0,"(0, 0, 10, 5)",4195365725.6846933
0,"(0, 0, 11, 6)",4209137542.6723537
0,"(3, 0, 1, 6)",4215800101.681832
0,"(1, 0, 10, 6)",4231229777.0273886
0,"(2, 0, 9, 6)",4232210935.1100407
0,"(2, 2, 0, 11)",4253835046.7775936
0,"(1, 0, 9, 6)",4254930677.4076114
0,"(1, 1, 0, 11)",4279623550.0950813
0,"(0, 1, 1, 11)",4280786088.6210327
0,"(0, 1, 0, 11)",4283608123.783309
0,"(1, 1, 1, 11)",4283689827.5898123
0,"(1, 0, 1, 7)",4292097483.6181016
0,"(2, 0, 10, 6)",4300164205.354316
0,"(3, 0, 10, 6)",4325897528.923749
0,"(1, 0, 8, 6)",4330097636.417151
0,"(2, 2, 1, 11)",4335522715.276775
0,"(3, 0, 7, 6)",4340425938.761228
0,"(1, 0, 2, 6)",4343437763.431145
0,"(0, 0, 10, 6)",4382135570.563483
0,"(2, 2, 3, 12)",4384808182.184838
0,"(3, 0, 11, 6)",4398131509.370776
0,"(1, 0, 7, 6)",4402749391.674252
0,"(2, 0, 0, 7)",4413232204.707767
0,"(2, 0, 6, 6)",4430028345.159706
0,"(2, 0, 7, 6)",4433680177.344362
0,"(2, 2, 4, 12)",4441290644.14361
0,"(2, 2, 3, 11)",4443193405.485943
0,"(1, 0, 6, 6)",4453952273.525556
0,"(3, 2, 0, 11)",4458257505.303382
0,"(2, 0, 3, 6)",4458521461.179099
0,"(2, 0, 5, 6)",4460544732.106392
0,"(1, 2, 3, 11)",4461460007.792781
0,"(1, 0, 5, 6)",4471106891.168683
0,"(1, 2, 0, 8)",4473079854.634686
0,"(3, 0, 6, 6)",4485722951.351181
0,"(3, 0, 0, 7)",4501113599.061094
0,"(2, 0, 1, 7)",4506500259.928259
0,"(0, 0, 9, 6)",4510543535.619318
0,"(1, 0, 3, 7)",4526591703.212894
0,"(2, 0, 2, 7)",4555389869.713916
0,"(2, 2, 2, 11)",4559934415.032681
0,"(2, 0, 2, 9)",4567440947.456132
0,"(1, 1, 4, 12)",4567490480.282428
0,"(2, 0, 2, 11)",4578933448.633371
0,"(3, 0, 5, 6)",4579952318.760476
0,"(2, 1, 1, 12)",4585036622.486667
0,"(0, 0, 7, 6)",4591401423.929614
0,"(1, 2, 0, 11)",4591956364.912097
0,"(0, 0, 10, 7)",4607987069.47712
0,"(0, 0, 8, 6)",4615830379.817778
0,"(0, 0, 5, 5)",4623493526.85451
0,"(3, 0, 2, 7)",4628393296.8156
0,"(0, 0, 6, 6)",4631919726.453321
0,"(1, 0, 3, 6)",4640735929.447928
0,"(2, 0, 0, 8)",4648460728.953968
0,"(0, 0, 6, 9)",4684014203.696063
0,"(1, 0, 0, 8)",4684583398.636995
0,"(0, 0, 5, 6)",4690228712.213179
0,"(1, 0, 9, 7)",4691826551.182712
0,"(1, 1, 5, 12)",4701813285.93421
0,"(3, 0, 9, 6)",4718325620.413638
0,"(3, 0, 1, 7)",4730793293.998511
0,"(0, 0, 4, 5)",4730878476.19829
0,"(2, 0, 8, 6)",4731780996.40207
0,"(3, 0, 8, 6)",4749379176.914809
0,"(0, 0, 9, 7)",4751494934.384363
0,"(1, 0, 1, 8)",4752103561.282822
0,"(1, 0, 2, 7)",4753779924.845253
0,"(1, 0, 8, 7)",4758654853.592467
0,"(2, 0, 1, 8)",4760034051.011086
0,"(2, 0, 0, 9)",4778544488.283235
0,"(2, 0, 11, 6)",4782228002.466157
0,"(1, 0, 0, 9)",4788765091.867226
0,"(0, 2, 0, 10)",4829001361.3142805
0,"(3, 0, 5, 7)",4843640895.294739
0,"(1, 0, 7, 7)",4844717092.841823
0,"(3, 0, 6, 7)",4848353729.2816725
0,"(1, 0, 2, 10)",4850652829.837036
0,"(2, 0, 5, 7)",4851996638.579254
0,"(3, 1, 1, 12)",4859349914.157947
0,"(2, 0, 1, 9)",4859426564.84505
0,"(3, 0, 10, 7)",4860387172.554656
0,"(0, 0, 6, 10)",4861318410.474118
0,"(2, 0, 11, 7)",4861991488.290235
0,"(1, 1, 2, 12)",4862620787.875594
0,"(3, 0, 11, 7)",4862646736.494734
0,"(1, 0, 4, 7)",4863849148.131147
0,"(0, 0, 8, 8)",4863982105.678287
0,"(3, 0, 7, 7)",4867891525.777411
0,"(3, 0, 9, 7)",4868058879.840857
0,"(2, 0, 9, 7)",4869552060.803988
0,"(2, 0, 4, 7)",4869589531.420728
0,"(2, 0, 10, 7)",4871359390.481718
0,"(2, 0, 8, 7)",4878551331.508998
0,"(1, 0, 5, 7)",4880498878.378884
0,"(3, 0, 1, 8)",4883296774.0547085
0,"(3, 1, 0, 12)",4887894517.07706
0,"(3, 0, 0, 8)",4891708240.291068
0,"(3, 0, 8, 7)",4892812955.867581
0,"(2, 0, 7, 7)",4901129430.578714
0,"(3, 0, 0, 9)",4908827476.153576
0,"(1, 0, 5, 10)",4916725723.184902
0,"(0, 0, 2, 10)",4917916179.418943
0,"(1, 0, 1, 9)",4921532486.052608
0,"(1, 0, 6, 7)",4923997444.185401
0,"(2, 0, 6, 7)",4926238440.630802
0,"(1, 0, 11, 7)",4933124136.826135
0,"(3, 0, 2, 9)",4957706999.454608
0,"(1, 0, 11, 9)",4979638906.865024
0,"(0, 0, 7, 8)",4983518728.4480505
0,"(3, 0, 4, 7)",4992933814.236412
0,"(0, 1, 3, 12)",5000642606.934223
0,"(0, 0, 8, 7)",5000873083.560534
0,"(1, 0, 0, 10)",5002814056.473642
0,"(0, 0, 5, 10)",5008256337.330515
0,"(3, 0, 1, 9)",5017743841.611146
0,"(2, 1, 0, 12)",5017779343.074309
0,"(1, 0, 10, 9)",5021817661.522915
0,"(1, 0, 6, 8)",5031808991.544375
0,"(1, 0, 3, 9)",5049553549.623035
0,"(1, 0, 4, 10)",5053596725.766416
0,"(0, 1, 2, 12)",5059531908.103926
0,"(2, 0, 4, 9)",5061397162.613743
0,"(2, 0, 11, 10)",5063688708.701101
0,"(1, 0, 11, 10)",5067553786.670345
0,"(3, 0, 2, 8)",5067650165.813416
0,"(3, 0, 2, 10)",5068072885.760396
0,"(1, 0, 9, 9)",5069166672.87443
0,"(0, 0, 5, 7)",5069271629.273877
0,"(1, 2, 3, 12)",5075420163.599738
0,"(2, 0, 11, 9)",5081297987.024859
0,"(1, 0, 5, 8)",5082276994.0089
0,"(2, 0, 0, 10)",5082631847.516009
0,"(3, 0, 5, 8)",5082813589.229301
0,"(3, 0, 11, 9)",5084518655.601428
0,"(0, 0, 6, 7)",5088297659.138102
0,"(3, 0, 10, 9)",5095269684.662375
0,"(2, 0, 10, 9)",5096861535.564899
0,"(3, 0, 9, 9)",5099261271.3756275
0,"(0, 0, 11, 9)",5100540029.016287
0,"(3, 0, 7, 9)",5101951090.492002
0,"(1, 0, 4, 9)",5102265292.339361
0,"(2, 0, 9, 9)",5108639538.149733
0,"(2, 0, 8, 9)",5112272816.530075
0,"(2, 0, 7, 9)",5112750959.177753
0,"(3, 0, 8, 9)",5113003988.559533
0,"(1, 0, 10, 7)",5116106044.76165
0,"(1, 0, 4, 8)",5141454718.7154665
0,"(1, 0, 10, 10)",5145667161.298836
0,"(1, 2, 2, 12)",5153025976.599868
0,"(0, 0, 7, 7)",5153646777.154487
0,"(0, 0, 11, 10)",5155555825.632912
0,"(3, 0, 9, 8)",5160857329.877358
0,"(3, 0, 11, 8)",5160888089.17988
0,"(3, 0, 10, 8)",5162072900.09829
0,"(2, 0, 10, 8)",5166598999.490923
0,"(2, 0, 9, 8)",5169080411.501511
0,"(2, 0, 11, 8)",5169431033.739822
0,"(3, 0, 7, 8)",5172560079.857271
0,"(3, 0, 11, 10)",5175747827.24808
0,"(3, 0, 1, 10)",5176686043.944211
0,"(3, 0, 8, 8)",5176772757.628138
0,"(2, 0, 5, 8)",5177433201.418216
0,"(3, 0, 4, 8)",5180545396.435504
0,"(0, 0, 4, 7)",5181233152.200061
0,"(2, 0, 6, 8)",5182147242.909511
0,"(2, 0, 4, 8)",5182273430.494838
0,"(0, 1, 0, 12)",5185975741.595353
0,"(2, 0, 8, 8)",5186637408.475514
0,"(3, 0, 10, 10)",5189676149.583229
0,"(2, 0, 7, 8)",5190035409.028089
0,"(3, 0, 6, 10)",5192057164.9930525
0,"(1, 0, 1, 10)",5192617051.050171
0,"(3, 0, 6, 8)",5194288226.156479
0,"(1, 2, 4, 12)",5194810039.224588
0,"(3, 0, 9, 10)",5195336918.719639
0,"(3, 0, 8, 10)",5195802970.093817
0,"(1, 0, 11, 8)",5201210850.024922
0,"(1, 0, 2, 8)",5204335729.751217
0,"(2, 0, 8, 10)",5205954396.950697
0,"(1, 0, 8, 9)",5206556532.234002
0,"(2, 0, 10, 10)",5206999988.650992
0,"(0, 1, 1, 12)",5208399644.233224
0,"(2, 0, 7, 10)",5208428901.890665
0,"(3, 0, 7, 10)",5212211912.836856
0,"(2, 0, 6, 10)",5213599525.018629
0,"(0, 0, 5, 9)",5215082190.186149
0,"(1, 1, 0, 12)",5217275973.440311
0,"(3, 0, 0, 10)",5221495428.087578
0,"(3, 0, 6, 9)",5223309628.279401
0,"(2, 0, 9, 10)",5224864706.805357
0,"(0, 0, 4, 9)",5228628516.834963
0,"(3, 0, 5, 9)",5229892063.169385
0,"(2, 0, 2, 10)",5230747529.3170395
0,"(1, 0, 9, 10)",5244134974.728227
0,"(2, 0, 5, 9)",5245953077.346074
0,"(1, 0, 10, 8)",5246644552.85493
0,"(3, 0, 4, 9)",5267451921.059231
0,"(0, 0, 2, 11)",5267551451.017281
0,"(3, 0, 4, 10)",5277326170.530377
0,"(1, 0, 8, 10)",5289345149.155629
0,"(3, 0, 3, 9)",5296359252.83886
0,"(2, 0, 2, 8)",5296891191.842114
0,"(0, 2, 0, 6)",5299919389.593275
0,"(3, 0, 5, 10)",5307995151.751659
0,"(0, 0, 10, 9)",5312828972.10241
0,"(3, 0, 3, 10)",5317155112.801636
0,"(2, 0, 4, 10)",5319434121.705803
0,"(2, 0, 3, 9)",5325489304.789057
0,"(0, 1, 5, 12)",5328162544.844079
0,"(0, 0, 3, 9)",5331413816.561335
0,"(1, 0, 9, 8)",5333851820.467244
0,"(0, 1, 4, 12)",5341058924.200953
0,"(1, 0, 2, 11)",5341330895.712534
0,"(1, 0, 7, 9)",5344196536.515336
0,"(1, 0, 3, 10)",5350968703.701126
0,"(2, 0, 3, 10)",5357537837.283099
0,"(2, 2, 1, 12)",5362736125.559822
0,"(2, 0, 1, 10)",5367450066.146426
0,"(1, 0, 7, 10)",5396394953.5332
0,"(0, 0, 6, 8)",5406464684.70815
0,"(0, 0, 10, 10)",5409079724.949411
0,"(0, 2, 0, 11)",5434248708.195188
0,"(0, 0, 5, 8)",5474221150.842552
0,"(1, 0, 8, 8)",5475125976.91458
0,"(1, 0, 2, 9)",5491809449.114458
0,"(0, 0, 3, 7)",5511917491.760883
0,"(1, 0, 0, 11)",5524321238.710539
0,"(0, 0, 4, 8)",5528533560.638404
0,"(2, 0, 6, 9)",5540701344.679709
0,"(3, 0, 1, 11)",5555818571.224802
0,"(0, 0, 5, 11)",5578223634.651176
0,"(1, 0, 5, 9)",5578980415.172447
0,"(0, 0, 9, 10)",5598397606.256202
0,"(0, 0, 3, 10)",5615815353.310049
0,"(1, 0, 6, 10)",5616520961.223186
0,"(1, 0, 6, 9)",5630650567.99003
0,"(0, 0, 3, 5)",5632022606.248328
0,"(0, 0, 9, 9)",5641298731.962926
0,"(0, 0, 11, 8)",5663069240.859839
0,"(0, 0, 4, 10)",5669170418.381142
0,"(0, 2, 0, 7)",5691796388.444742
0,"(0, 0, 10, 11)",5701745196.4876375
0,"(2, 0, 10, 11)",5704176582.935171
0,"(3, 0, 11, 11)",5711734111.414914
0,"(2, 0, 11, 11)",5712218463.704057
0,"(1, 0, 10, 11)",5712525606.74394
0,"(3, 0, 10, 11)",5723060993.54686
0,"(2, 0, 9, 11)",5733082806.476548
0,"(3, 0, 9, 11)",5734500120.28267
0,"(3, 0, 8, 11)",5739457770.558015
0,"(2, 0, 8, 11)",5744652966.887331
0,"(2, 0, 7, 11)",5748688878.067715
0,"(1, 0, 9, 11)",5749641596.580266
0,"(3, 0, 7, 11)",5755722935.435015
0,"(2, 0, 6, 11)",5757061189.382301
0,"(1, 0, 7, 8)",5758650296.414403
0,"(3, 0, 6, 11)",5761009089.372539
0,"(2, 0, 1, 11)",5764571320.186256
0,"(1, 0, 1, 11)",5766040518.7553005
0,"(0, 0, 11, 11)",5772723276.645258
0,"(1, 0, 8, 11)",5797888821.802493
0,"(3, 0, 5, 11)",5801194606.923077
0,"(0, 2, 1, 12)",5801683673.011902
0,"(0, 0, 9, 11)",5803248222.974372
0,"(3, 0, 1, 12)",5807881703.309512
0,"(2, 0, 5, 11)",5810232140.958409
0,"(0, 0, 11, 7)",5810398779.459964
0,"(2, 0, 4, 11)",5817031093.644239
0,"(3, 0, 4, 11)",5821238120.785812
0,"(2, 0, 3, 11)",5832545012.961306
0,"(3, 0, 3, 11)",5841124434.16377
0,"(3, 0, 2, 11)",5848483341.347632
0,"(1, 0, 11, 11)",5854774423.667604
0,"(0, 2, 3, 12)",5854798161.331982
0,"(2, 0, 0, 11)",5857047108.853253
0,"(1, 0, 7, 11)",5866895170.708848
0,"(0, 0, 3, 6)",5879299354.36015
0,"(0, 0, 8, 10)",5879797598.127751
0,"(1, 0, 4, 11)",5913788823.39547
0,"(2, 0, 5, 10)",5919106321.562488
0,"(1, 0, 3, 11)",5928849468.277774
0,"(1, 0, 0, 12)",5959701224.880413
0,"(0, 0, 10, 8)",5981042529.51893
0,"(3, 0, 0, 11)",5987582425.535755
0,"(2, 0, 1, 12)",6012507858.458278
0,"(1, 0, 6, 11)",6019578452.423305
0,"(3, 2, 0, 12)",6020621415.022065
0,"(0, 0, 4, 11)",6025754085.235047
0,"(0, 0, 8, 11)",6029880505.759295
0,"(0, 0, 3, 11)",6097603458.828163
0,"(1, 2, 0, 12)",6100288906.952786
0,"(0, 0, 8, 9)",6158072861.514095
0,"(1, 2, 0, 5)",6190215471.44946
0,"(0, 0, 2, 9)",6254084068.704418
0,"(0, 0, 9, 12)",6265697120.331992
0,"(1, 0, 9, 12)",6275539160.951845
0,"(3, 0, 11, 12)",6278276757.638882
0,"(2, 0, 11, 12)",6278728398.163947
0,"(0, 0, 5, 12)",6284787685.038612
0,"(3, 0, 10, 12)",6285683421.423315
0,"(2, 0, 10, 12)",6286076312.541165
0,"(3, 0, 4, 12)",6288871918.447514
0,"(0, 0, 2, 8)",6292260820.853464
0,"(2, 0, 9, 12)",6293224251.11987
0,"(3, 0, 9, 12)",6294167391.757317
0,"(0, 0, 10, 12)",6296091451.050299
0,"(3, 0, 8, 12)",6298179895.4705515
0,"(0, 0, 4, 12)",6301869605.905569
0,"(2, 0, 8, 12)",6302996136.366936
0,"(3, 0, 7, 12)",6307160041.256531
0,"(2, 0, 7, 12)",6307644171.305552
0,"(2, 0, 5, 12)",6308658205.889646
0,"(3, 0, 3, 12)",6313624221.251224
0,"(3, 0, 6, 12)",6315715081.22985
0,"(3, 0, 5, 12)",6316026709.196107
0,"(2, 0, 6, 12)",6316044032.058819
0,"(0, 2, 0, 9)",6321557880.066503
0,"(1, 0, 8, 12)",6325507377.337135
0,"(2, 0, 4, 12)",6335662558.573188
0,"(1, 0, 5, 11)",6336771345.40521
0,"(2, 0, 3, 12)",6339432565.978193
0,"(1, 0, 11, 12)",6339508372.529361
0,"(1, 0, 7, 12)",6366140072.187506
0,"(0, 0, 7, 9)",6390301762.1345215
0,"(0, 0, 2, 5)",6391743683.558286
0,"(0, 0, 2, 6)",6392272038.214349
0,"(1, 0, 10, 12)",6404249748.329221
0,"(0, 0, 8, 12)",6414642110.522327
0,"(0, 0, 7, 11)",6418345126.805516
0,"(0, 0, 9, 8)",6421029348.109289
0,"(1, 0, 3, 12)",6444449328.144299
0,"(3, 0, 0, 12)",6451893223.989408
0,"(1, 0, 6, 12)",6459360689.385467
0,"(2, 2, 0, 12)",6466227306.117822
0,"(0, 2, 4, 12)",6475501235.8938265
0,"(0, 0, 11, 12)",6479196931.406055
0,"(0, 2, 2, 12)",6481501939.059696
0,"(0, 0, 7, 10)",6534346522.649757
0,"(2, 0, 0, 12)",6572904094.3961315
0,"(0, 0, 3, 12)",6595203551.895593
0,"(1, 0, 5, 12)",6630504673.688583
0,"(0, 0, 7, 12)",6636744259.379204
0,"(1, 0, 4, 12)",6709423882.139589
0,"(0, 0, 1, 8)",6772273553.916497
0,"(0, 0, 11)",6786649002.355441
0,"(1, 0, 11)",6805136230.279182
0,"(0, 0, 2, 7)",6816244630.697184
0,"(0, 0, 10)",6893930035.190659
0,"(0, 0, 1, 10)",6946323522.321108
0,"(0, 0, 6, 11)",7004940571.374397
0,"(0, 0, 1, 9)",7016199678.302723
0,"(0, 2, 0, 8)",7051366144.466961
0,"(0, 0, 1, 7)",7059702671.584874
0,"(0, 0, 1, 11)",7073823550.239525
0,"(0, 0, 6, 12)",7097194015.928392
0,"(0, 2, 0, 12)",7199670702.344484
0,"(0, 0, 9)",7208346912.406127
0,"(0, 0, 1, 6)",7234374136.212086
0,"(0, 0, 1, 12)",7326075669.039758
0,"(1, 2, 1, 12)",7335147620.178826
0,"(0, 0, 8)",7378046513.2465
0,"(0, 0, 1, 5)",7562777070.057113
0,"(0, 0, 7)",7794111744.613701
0,"(0, 2, 0, 5)",7843085772.0891485
0,"(0, 0, 4)",8013039264.804607
0,"(0, 0, 6)",8056088754.035799
