date,close,high,low,open,volume,sma5,sma10,sma15,sma20,ema5,ema10,ema15,ema20,upperband,middleband,lowerband,HT_TRENDLINE,KAMA10,KAMA20,KAMA30,SAR,TRIMA5,TRIMA10,TRIMA20,ADX5,ADX10,ADX20,APO,CCI5,CCI10,CCI15,macd510,macd520,macd1020,macd1520,macd1226,MFI,MOM10,MOM15,MOM20,ROC5,ROC10,ROC20,PPO,RSI14,RSI8,slowk,slowd,fastk,fastd,fastksr,fastdsr,ULTOSC,WILLR,ATR,Trange,TYPPRICE,HT_DCPERIOD,BETA
2015-02-02,131288.9582371795,131349.41717948718,131229.60195512822,131286.48070512834,913732.7435897436,131284.20900641015,131278.8973012821,131274.00461324785,131269.5746858974,131284.38150505535,131279.3039316896,131274.78070310908,131270.76378470802,131428.45779794536,131284.20900641015,131139.9602148749,131260.76682417892,131293.9809114472,131279.87691211948,131286.03132292838,129289.15112179515,131284.1840560287,131278.78074680024,131269.17441783348,3754.745650877283,2714.1432051732745,1986.665233836674,12.441614480622817,-230.34686101497928,-418.21557066730264,-523.8772160600975,5.077573365623577,13.617720355140005,8.54015578266365,4.0162709631120395,10.921689640249209,4213.571348238036,21.37262820512821,29.211666666666652,37.81644230769226,-0.04546267996592735,-0.09512798106033239,-0.587335576424135,-0.2598579789318904,4322.359162164249,4320.64685305182,4185.103971651751,4183.1171682007825,4187.359195153854,4185.103971651751,4349.078851734112,4347.786014148579,4243.926555266341,-4569.996793753743,123.06088532047157,123.85419871794872,131289.32579059838,1856.6721607412194,29.41397454453242
2015-02-03,131832.87728000002,131918.82759999996,131747.42938666663,131837.58072000006,936348.072,131841.32264533316,131851.47007999994,131861.0674257778,131870.46275333344,131841.19040246517,131851.03851042353,131860.28854141556,131868.82717811782,132065.71413188547,131841.32264533316,131616.93115878102,131883.5554043383,131859.78537238398,131886.82959867935,131893.4394624172,129538.88759999978,131841.32178343294,131851.5879404506,131870.7511927286,3691.0087500758736,2640.698606638516,1918.3433492650468,-25.846417435883232,-372.9151201863131,-499.65285963505715,-596.6640477057439,-9.848107958401775,-27.636775652725948,-17.788667694324158,-8.538636702247647,-23.164681344396353,4223.999378823917,-40.043306666666666,-58.44818666666666,-76.55600000000003,-0.8311232136505519,-1.6699750341589152,-3.089404195327499,-1.0935770803102316,4329.439776468277,4317.423890080351,4201.208570576231,4202.162288234186,4200.184830616808,4201.208570576231,4267.69196655913,4266.097872676953,4349.520327069216,-4624.607799726677,175.53128585190956,177.491146666667,131833.0447555554,1850.8060135118637,32.26615430457282
2015-02-04,129468.92282666669,129537.6126133334,129402.18893333338,129471.62301333346,887441.512,129480.44245866647,129493.24591733326,129505.95900444443,129518.13147733339,129480.17021019719,129492.87947381537,129504.80161242235,129516.04152651284,129658.44540371626,129480.44245866647,129302.4395136166,129540.91555632782,129484.01424451683,129513.825918101,129541.2349295961,132263.23975999953,129480.61179821062,129493.33925778467,129518.51965891047,3669.0729258720357,2595.3219983544054,1859.1341765265515,-33.72514222219504,-182.66594256035418,-343.59765689066495,-399.6671788368196,-12.709263618253786,-35.871316315681646,-23.162052697427853,-11.239914090454183,-31.241945314704733,4229.630850531002,-52.81375999999998,-76.59567999999996,-98.8389600000001,-0.3574351345012949,-0.7642068742400515,-1.338277597214201,-0.4942800520765998,4351.839103406306,4344.263141848936,4282.346296564176,4281.134836568894,4283.138374204295,4282.346296564176,4365.674559566427,4366.273596154564,4309.880640364404,-4478.14441813799,143.18090542732142,143.23186666666672,129469.57479111111,1810.4224815597,32.47228614607516
2015-02-05,129249.72317333349,129317.82149333334,129181.67173333329,129248.15773333347,853214.3173333333,129247.35302399984,129246.37623199995,129246.07840533325,129246.29327199995,129247.72948268292,129247.00965079047,129246.99566507504,129247.25945125498,129413.25732976344,129247.35302399984,129081.44871823594,129243.06433003586,129240.7675786962,129247.53642721724,129242.51135326485,132464.69677333313,129247.20803817584,129246.11430845218,129245.7584545467,3760.557269101359,2740.415184965748,2016.7531187479663,-0.9205859829034077,-220.53714802574348,-384.6876367530099,-444.2697207168616,0.7198318926625528,0.4700314279986969,-0.2498004646638337,-0.2637861800400754,-0.6480052010589968,4222.558267721685,4.759520000000014,3.464799999999992,1.550506666666659,-0.47480798669480645,-0.9868207687472854,-2.102870235428246,-0.785213873809195,4355.711875598673,4341.793481031279,4360.040252909269,4360.270033798189,4359.241919884296,4360.040252909269,4370.202736754586,4371.174797851163,4390.548113383937,-4422.675177121142,142.08647528968868,142.19037333333367,129249.73879999995,1866.9267712728717,34.13728567984644
2015-02-06,127985.71738666661,128065.87039999984,127915.34069333327,127994.15920000002,813405.0133333333,127991.63593599982,127998.76302666678,128006.06715377781,128013.71426800011,127991.61299516371,127998.97788585477,128006.78440627141,128015.22425524368,128180.9510838144,127991.63593599982,127802.32078818518,128029.9660548385,127998.72466174628,128000.52476949882,127999.68406798354,132501.49674666708,127991.64185444743,127998.80648978637,128013.4633398801,3641.403277754168,2610.7579153297597,1952.455917704363,-21.422895384619,-219.27867531699874,-425.7582756266947,-587.8472409284554,-7.364890691042873,-23.611260079891778,-16.2463693888489,-8.439848972166347,-24.217714158944975,4148.468912007321,-28.88173333333331,-44.438426666666686,-60.431919999999984,-0.6794538749907005,-1.2940474177961243,-2.943940461403129,-1.1062844003316696,4290.655194519653,4301.375858850093,4281.577005035494,4282.557610302503,4280.829164320393,4281.577005035494,4405.903914164859,4408.064297167952,4285.6409848065005,-4514.621708142688,158.38478088922443,157.02898666666707,127988.97616,1823.1595051339207,31.14945877890009
2015-02-09,126474.87901333332,126541.62954666668,126411.07677333345,126476.49538666672,772880.496,126485.74905066653,126498.84312000002,126511.63960888889,126524.36113999992,126485.58678417315,126498.61484867048,126511.33980201842,126523.73599254491,126664.69214571084,126485.74905066653,126306.80595562205,126534.8563657645,126498.66694252004,126528.97570140986,126547.67089530076,133155.407333334,126485.73237887374,126499.00873867596,126524.48548072865,3835.215104350613,2794.667724771502,2065.154191021125,-35.82195760683323,-321.50427066055295,-583.443626277128,-742.3659700649204,-13.02806449744544,-38.14920837194166,-25.121143874496244,-12.396190526555964,-34.38516990035794,4165.725362404663,-52.11341333333332,-77.51949333333329,-103.38687999999996,-1.6791058617358907,-3.336312590179869,-6.6485877034167755,-2.360314592589283,4245.958630610666,4256.652223170864,4235.782981253564,4237.542514554379,4235.227220654702,4235.782981253564,4351.328015764977,4351.021691128026,4290.601280596096,-4545.211621784855,137.98981056757958,138.12832000000043,126475.8617777777,1873.1255793690184,31.228217151838642
2015-02-10,127220.77607526889,127309.27782258057,127126.99201612902,127215.96862903217,904833.5,127210.63579032247,127198.86692204302,127188.145815412,127177.96397580631,127210.94718617445,127199.64733983298,127189.11820906906,127179.20479650045,127448.41219479377,127210.63579032247,126972.85938585097,127176.73023919539,127195.75630782104,127167.49493108196,127175.05360079753,134972.7299193545,127210.61394523413,127198.58967026106,127177.33124804636,3670.6541561567406,2674.224752307916,1980.2362530585967,28.563957816402954,87.64849088768204,175.68489037463857,224.09204006451404,11.299846341677629,31.742389674011797,20.44254333233421,9.913412568525,27.14981942937008,4361.30480809005,45.99209677419351,65.71061827956989,84.7391129032258,1.255898529484634,2.246954773778355,4.03216602535139,1.2808077004290317,4447.02858943294,4448.340927199627,4428.353192309025,4427.723904136378,4426.868181774791,4428.353192309025,4358.374049208571,4360.791339018653,4483.819560425817,-4291.457627451231,190.3615155719435,187.4441397849465,127219.01530465936,1887.9294881719863,33.53362541109746
2015-02-11,128573.4139466665,128641.38117333328,128503.87408000002,128568.41378666672,730804.6106666666,128562.07028266667,128548.5326373333,128534.87659022213,128520.84267733332,128562.23526514506,128548.51167504583,128534.9928667924,128521.70453412265,128732.75702948541,128562.07028266667,128391.38353584768,128511.79972186543,128540.51143047611,128518.11403583337,128507.77456225413,134813.88426666605,128562.05450327625,128548.41188623337,128521.0688189104,3773.5289366819816,2741.237054780684,2033.5867808917988,38.720346153878424,285.3011410219343,554.0683709225684,756.1065013745624,13.723590099239667,40.530731022395116,26.807140923155448,13.288332669755357,37.149025271075125,4475.809670802616,54.75605333333336,83.21629333333337,111.47647999999998,1.5524904123188341,3.1022461798621954,6.275350665314525,2.1614198451621722,4555.411830767786,4539.171588605551,4330.532546762333,4330.060431238908,4329.465689460011,4330.532546762333,4345.1237054011835,4345.946106309624,4284.863750259766,-4288.288437499402,143.03836197002394,142.62730666666693,128572.88973333329,1809.2628923053264,28.648282855935534
2015-02-12,131343.29429333328,131410.53616000002,131272.69013333326,131339.01359999998,725875.1066666667,131328.67460266646,131310.32527733335,131292.1188355555,131273.6499493334,131328.63971819007,131310.27194661903,131291.68967932224,131272.91703574263,131517.24998711396,131328.67460266646,131140.09921821917,131243.05189244397,131309.70870205062,131281.01718283724,131282.19561793175,134509.6904,131328.6778365824,131310.31379378965,131273.77567854684,3671.029258620382,2621.154918164572,1905.9792568521461,51.981945641055866,213.90999715520798,295.88094915330913,446.7980026400023,18.367771571060416,55.72268244758004,37.35491087651961,18.77264357959483,52.62998652853116,4338.376610937575,73.06509333333334,109.70173333333335,147.97682666666662,1.2580652130477714,2.4797734891782683,5.03396133123572,1.7170235259092237,4502.743319061899,4496.286040711699,4458.50558466349,4458.515773577358,4458.723716266435,4458.50558466349,4401.640079347441,4401.9985152671225,4423.806651501091,-4233.9681934725,146.13238574213514,145.07546666666678,131342.1735288889,1821.4017741191644,33.051844663641575
2015-02-13,133531.9935466667,133616.43994666674,133448.16445333348,133532.93975999998,967885.8026666667,133528.10295999967,133522.41204533342,133516.54080355537,133510.7599826667,133527.93324493038,133522.2425735855,133516.26723955,133510.0730255672,133745.50435289682,133528.10295999967,133310.70156710266,133509.44439539514,133514.1243207547,133485.53660786457,133483.79556192708,130510.06853333327,133528.1549535955,133522.5959671237,133510.74701260746,3702.2677824943703,2645.2398932469246,1932.5057613772603,16.524504957290024,233.07408845795496,355.9886407167959,464.417116815964,5.690671344816086,17.860219363108325,12.169548018292245,6.194213982795757,17.5137442905765,4469.102066415171,22.872826666666676,34.08005333333332,45.6746666666668,1.1603926906980955,2.4003093018548283,4.83828984561724,1.6733728903890581,4522.3388711510925,4504.027006152711,4469.273336072802,4469.259908775989,4468.1168394937,4469.273336072802,4392.120752662137,4392.775382245745,4384.1874997263085,-4217.699125199571,173.10913492771536,174.2264266666669,133532.1993155556,1803.5464286721228,30.58121686540595
